name,response
Kurisu,"'Over the past half century, beginning with the Proton Synchrotron completed in 1959, particle accelerator technology has reached the point where standardized results may be obtained.'"
Kurisu,'Stage 2: Implementation and testing of lifter technology.'
Kurisu,"'The formation of more than two artificial localized singularities, as well as the formation of Kerr black holes, will become possible when this stage is complete.'"
Kurisu,"'In order to hide the program's true goal, it is necessary to intentionally leak misinformation regarding the formation of black holes.'"
Kurisu,'Stage 3: Animal experimentation.'
Kurisu,'Stage 4...
Kurisu,...Human experimentation.
Kurisu,Eh?
Kurisu,Why are you suddenly--
Kurisu,Are you worried about me?
Kurisu,"...I keep telling you, I'm not your assistant."
Kurisu,Thanks for your concern. But I'm not leaving. We need to expose this truth to the world.
Kurisu,You chickening out?
Kurisu,But still--
Kurisu,...
Kurisu,...Fine. I won't tell anyone.
Kurisu,But I'm not leaving. It'll keep me awake at night.
Kurisu,I won't.
Kurisu,Why Norse mythology?
Kurisu,"Anyway, what is it with men and military terms..."
Kurisu,'Jellyman's Report 10'
Kurisu,"'Subject: James McCarthy, Age: 31, American'"
Kurisu,"'Z Program Stage 4, Date of Experiment: 2005-01-28 T13:05'"
Kurisu,'Results: Error. Human is dead. Mismatch.'
Kurisu,"'It is believed that due to infinite compression by supergravity, the subject could not endure passage through the singularity inside the Kerr black hole.'"
Kurisu,"'April 3, 1921. New York City. An unidentified man was discovered dead in an alley off Union Square. The right half of his body was embedded in a nearby wall.'"
Kurisu,'The man's body...
Kurisu,...was completely gelified.'
Kurisu,They're experimenting on people...
Kurisu,"And this means they've created a time machine, doesn't it? Even if it's not perfect."
Kurisu,This New York Times article is from 1921.
Kurisu,Look.
Kurisu,"Looks like they failed to keep him alive, though."
Kurisu,'Jellyman's Report 9.'
Kurisu,"'Subject: Dan Strayski, Age: 26, Canadian.'"
Kurisu,"'Z Program 4, Date of Experiment: 2004-10-30 T 14:10.'"
Kurisu,'Results: Error. Human is dead. Mismatch.'
Kurisu,The newspaper clipping... I think it's in French. I can't read it.
Kurisu,"The location is... Pau, France, I guess."
Kurisu,'Jellyman's Report 8.'
Kurisu,"'Subject: Linda Hill, Age: 25, British'"
Kurisu,"'Z Program 4, Date of Experiment: 2004-2-15 T 13:45'"
Kurisu,'Results: Error. Human is Dead. Mismatch.'
Kurisu,"'October 2, 1972. The gelified body of a woman was discovered on the streets of Dharmapuri in Tamil Nadu, India.'"
Kurisu,'There were signs that the body had been run over by a car.'
Kurisu,'Jellyman's Report 7.'
Kurisu,"'Subject: Michael Lang, Age: 33, German'"
Kurisu,"'Z Program 4, Date of Experiment: 2002-10-8 T 13:28'"
Kurisu,'Results: Error. Human is dead. Mismatch.'
Kurisu,'Jellyman's Report 6.'
Kurisu,"'Subject: Mark Hughes, Age: 30, American'"
Kurisu,"'Z Program 4, Date of Experiment: 2002-8-23 T 12:52'"
Kurisu,'Result: Error. Human is Dead. Mismatch.'
Kurisu,"'On July 1, 1985, a strange body washed ashore on the coast of Streymoy, Faroe Islands.' "
Kurisu,"'It appeared to be the body of an adult male, but its flesh was soft like that of a jellyfish. Some of the island's inhabitants believe that it was the body of a merman.'"
Kurisu,"'The inscription 'SERN' was found near the body's shoulder, but SERN denies any involvement.'"
Kurisu,The sites are spread throughout the world. What can we deduce from this?
Kurisu,I don't think so. It's too random.
Kurisu,"It is believed that due to infinite compression by supergravity, the subject could not endure passage through the Kerr black hole's singularity.'"
Kurisu,That's what it said.
Kurisu,It's a theoretical black hole with a rotating singularity. Their existence hasn't been proven yet. Not that there's any way to prove one exists.
Kurisu,...
Kurisu,"Creating Kerr black holes? That's insane. If you screw up, it could swallow the Earth... and besides, Kerr black holes are just a theoretical construct."
Kurisu,"The gravitational forces inside a black hole are unbelievably powerful. It's certainly possible that passing through one could allow time displacement, but there's no way a human could do that and come out alive."
Kurisu,It wouldn't just gelify you. It would tear you apart particle from particle. That's what a black hole does.
Kurisu,That was pretty easy to find. SERN should have better security.
Kurisu,I thought he was your super hacka.
Kurisu,Umm... can you give me some time to read it?
Kurisu,No way... but this is...
Kurisu,Is Titor really...?
Kurisu,"...Oh, right."
Kurisu,"You know, this feels like one big joke."
Kurisu,It's almost the same. The same as Titor's theory.
Kurisu,Basically...
Kurisu,The LHC smashes protons together at 99.9999991% the speed of light.
Kurisu,"By doing so, they compress a mass of 10kg into an extremely tiny space of 10m."
Kurisu,A small mass.
Kurisu,Thrust into a narrow space.
Kurisu,With great force.
Kurisu,Huh? What part of it is erot--
Kurisu,...
Kurisu,...Ah!
Kurisu,"H-Hashida, you pervert!!"
Kurisu,I-I'm not like you!
Kurisu,...ugh.
Kurisu,"Uh, what were we talking about?"
Kurisu,"Right. Successful compression generates a micro-singularity, which--"
Kurisu,This process generates a black hole with two micro-singularities.
Kurisu,"Fine. Say there are two cute girls, Mic-chan and Cro-chan."
Kurisu,"By feeding Mic-chan and Cro-chan electrons, you can make them do whatever you want."
Kurisu,...
Kurisu,So you force them to rotate at an extremely high velocity.
Kurisu,"And then, theoretically, Mic-chan and Cro-chan transform into Magical Girl 'Ring Singularity'."
Kurisu,The resulting black hole exhibits what's called the Kerr effect.
Kurisu,Exactly what it sounds like.
Kurisu,The part that looks like it's spinning is just the surrounding matter being sucked into the black hole.
Kurisu,A black hole is just a point where extreme mass causes gravitational collapse. Everything falls towards it.
Kurisu,"Since it's only a point, it doesn't spin."
Kurisu," A Kerr black hole has a ring at its center, not a point."
Kurisu,"Think of it like this. Once transformed into magical girls, Mic-chan and Cro-chan's hearts spin like a ring inside their bodies, which is impossible for normal people."
Kurisu,A black hole has what's called an event horizon.
Kurisu,"Once you pass the event horizon, time and space switch places."
Kurisu,"Right now, we can move freely through space and into the future, but we can't move even one minute into the past. That becomes reversed."
Kurisu,"On the other side of the event horizon, moving freely through space becomes impossible, while moving freely through time becomes possible."
Kurisu,"Since unrestricted spatial movement is impossible, you can never escape a black hole."
Kurisu,"For example, if Okabe jumped into a black hole, time for him would stretch to infinity."
Kurisu,"Since light cannot escape, human eyes cannot see the other side of the event horizon."
Kurisu,"Observing a black hole from the outside is impossible, so nothing about the inside can be proven."
Kurisu,"There is an exception, however. This exception is vital when you use a Kerr black hole for time travel."
Kurisu,"The Kerr black hole's ring singularity. Since it's spinning, it has angular momentum."
Kurisu,Didn't I already explain how the core spins? Just think of that as having momentum.
Kurisu,"If you keep giving Mic-chan and Cro-chan electrons, they'll rotate faster and faster."
Kurisu,"And when their angular momentum exceeds a certain threshold, the event horizon will disappear, and the singularity will become a naked singularity."
Kurisu,"When the event horizon disappears, there's no more reason for time and space to change places. Meaning that you can enter a naked singularity without being trapped."
Kurisu,And then the existence of the naked singularity allows the principle of causality to be violated and the general theory of relativity to fail.
Kurisu,The laws of physics are broken!
Kurisu,"Nothing in principle stops Kerr black holes from existing. It seems inconsistent, but the math never lies."
Kurisu,"Since the principle of causality fails, it would be possible to travel to the past by entering a naked singularity."
Kurisu,One thing I don't understand is how they inject electrons into the singularity.
Kurisu,"Look. This is a picture of the LHC, but there's strange equipment installed at the proton collision site."
Kurisu,"It looks like they call it a 'lifter', but... just what is it?"
Kurisu,That many? I guess it's not a secret...
Kurisu,Ions are charged particles. The meaning matches.
Kurisu,Don't be ridiculous. That would be the breakthrough of the century.
Kurisu,"It's called an ionocraft, so it probably has something to do with electrodes and charged air..."
Kurisu,"Well, under those exact conditions, I guess you might not be entirely wrong."
Kurisu,But it looks like SERN's having trouble adjusting their lifter.
Kurisu,They don't have full control over the micro singularity's gravity. So they can't make a true naked singularity.
Kurisu,"Since the singularity is still closed, the subject is crushed by its tremendous gravity."
Kurisu,"As a result, substances become fractalized. Let's go with that hypothesis. Of course, there's no way to be sure that it's right. It might take months to prove."
Kurisu,We don't have half the equipment or funding SERN does. What makes you think you can solve a problem that they can't?
Kurisu,This isn't that simple.
Kurisu,SERN still hasn't figured out how to set the subject's destination in time or space.
Kurisu,That should be evident by how scattered the jellyman discoveries were.
Kurisu,"We don't even know if this is all of them. There could be jellymen buried underground or floating in space. Actually, I'm almost certain there are."
Kurisu,There's no point traveling through time if you end up in tens of thousands of kilometers away from the Earth. It's not practical at all.
Kurisu,Titor's explanation on that point was vague.
Kurisu,"He mentioned having such a device, but he didn't explain how it worked."
Kurisu,Of course not.
Kurisu,Right. Rotation and revolution.
Kurisu,"The Earth's rotational velocity is about 1,650 kilometers per hour."
Kurisu,"Its orbital velocity around the sun is about 114,000 kilometers per hour."
Kurisu,"Meaning one hour ago, we were that far away from where we are now."
Kurisu,And that's not all.
Kurisu,The Solar System is part of the Milky Way. And the Milky Way spins like a giant whirlpool.
Kurisu,"There are various theories, but basically the earth moves about 50 million kilometers a day."
Kurisu,"By the way, the Milky Way is part of a large cluster of galaxies, which is itself part of an even larger supercluster."
Kurisu,"And these clusters and superclusters might be moving too. If that's the case, we're moving even more than 50 million kilometers a day."
Kurisu,"The point is that setting the destination would require insane calculations, even if you only want to travel one second into the past."
Kurisu,"Doing it by hand is impossible, and it might take years for a supercomputer to come up with a solution, just to get you to the same location."
Kurisu,Great idea. Go for it.
Kurisu,I wonder how SERN is dealing with this problem...
Kurisu,Okabe.
Kurisu,Thanks.
Kurisu,Do you even have a round table?
Kurisu,"Yes, you're mistaken. Don't go sticking things in people's hearts."
Kurisu,I'm only a temporary lab mem anyway.
Kurisu,I agree.
Kurisu,"What SERN is doing is unforgivable. They're traitors to humanity, to society, and to science."
Kurisu,Norse mythology again?
Kurisu,"I don't remember being ordered, but whatever."
Kurisu,There are two problems SERN faces with time travel.
Kurisu,"First is the the electron injection device, also known as a 'lifter'."
Kurisu,"Unless they get it to function properly, they can't make the Kerr black hole singularites naked."
Kurisu,"If you send a test subject through the singularity in its current state, the supergravity compresses them to the micro level. Naturally, there's no way to survive."
Kurisu,The second problem is that they can't specify a physical destination. They can't choose where they end up after traveling to the past.
Kurisu,That's why I'd say the 14 found jellymen were the lucky ones.
Kurisu,Over a hundred human experiments have been performed since 2001. The remaining 80 or so people ended up somewhere they can't be found.
Kurisu,"SERN has been looking for solutions, but it's not going well."
Kurisu,Hmm...
Kurisu,"Well, I suppose you could call the LHC the world's largest microwave oven."
Kurisu,You might be on to something there.
Kurisu,"However, there are too many things we don't know about the PhoneWave. Why do the same phenomena that occur in SERN's time machine also occur in that tiny little microwave?"
Kurisu,"Unlike the LHC, this thing wasn't made for time travel."
Kurisu,"W-well, yeah."
Kurisu,"But we still haven't figured out the electric discharge phenomenon, or the conditions required to cause it."
Kurisu,We don't know the cause of the discharge phenomenon.
Kurisu,"In the first place, the emails we're sending to the past are digital data, not physical objects. That's a definite difference from SERN's time machine."
Kurisu,Well... I suppose that's true.
Kurisu,I've got a bad feeling about this.
Kurisu,"You just want to give it some oddball name, don't you?"
Kurisu,Confusing. Rejected.
Kurisu,Then why don't we take a vote? All in favor of Nostalgia Drive.
Kurisu,"I think it needs to be something easy to understand. It's an email that regresses through time, so how about Retromail?"
Kurisu,B-but that's because Mayuri-san is...
Kurisu,"Uh, n-never mind..."
Kurisu,N-no!
Kurisu,I don't! I promise I don't! Okay?
Kurisu,"Besides, I think the meaning is a little off."
Kurisu,Hey. We don't have time for this nonsense. Let's just abbreviate it to 'D-Mail' and move on.
Kurisu,It don't care if it's boring.
Kurisu,We don't know if there's actually a black hole at work here. It could be an entirely different phenomenon that just happens to resemble SERN's experiments.
Kurisu,It's dangerous to jump to conclusions.
Kurisu,"What, did you read that off a motivational poster? You're like the classic incompetent boss."
Kurisu,"I don't know what you mean by symbol, but how do you plan to turn the PhoneWave into a time machine? Let's have details."
Kurisu,Which is?
Kurisu,...ah.
Kurisu,Let's try it right now!
Kurisu,"Sorry, Mayuri-san. I'll go buy you some new bananas later."
Kurisu,"First, let's see if it'll become a jellyman."
Kurisu,Agh!
Kurisu,It was an accident!
Kurisu,Put the microwave somewhere else! It's dangerous and hard to reach like this.
Kurisu,"Thanks, Mayuri-san."
Kurisu,Ah!
Kurisu,"W-way to go, Okabe. It was so simple, I didn't notice it."
Kurisu,"Anyway, let's see if we can send another D-Mail."
Kurisu,"Help me, you two! Okabe, I'm sending an email to your phone."
Kurisu,It doesn't matter what it says. What matters is whether we can send it or not.
Kurisu,You'll see. Ready? I'm sending it.
Kurisu,Kya!
Kurisu,...Did it arrive?
Kurisu,Pfft...
Kurisu,Eh? No. I only sent one.
Kurisu,"You're right... I even sent it in one sentence, but it got divided."
Kurisu,Why don't you look it up?
Kurisu,I wonder what's causing it.
Kurisu,Good point. Didn't the last one also arrive five days before we sent it?
Kurisu,He's at it again...
Kurisu,So I guess your job is opening the microwave.
Kurisu,"Uh, I was just kidding."
Kurisu,Don't need one. Let's start.
Kurisu,Go ahead and rest. I'm gonna have a go at it a little longer.
Kurisu,I sent you an email. Didn't you get it?
Kurisu,But I gave you five days advance notice.
Kurisu,"Well, at least we got some good data."
Kurisu,"I'm dead tired, and my hair's dried out. I want to take a shower and go sleep."
Kurisu,It's probably filthy...
Kurisu,"Anyway, I refuse to use the same shower as Okabe."
Kurisu,That's why I'm going back to my hotel once I finish eating.
Kurisu,Not a chance.
Kurisu,"You can come any time, Mayuri-san."
Kurisu,Same. I didn't give it a second thought.
Kurisu,No objections.
Kurisu,The experiments have been fruitful.
Kurisu,"At the very least, we've learned what we can do with D-Mail."
Kurisu,That about sums it up. Anything to add?
Kurisu,Observation isn't enough. We need to find the underlying principle. What I've written here is nothing but verified phenomena.
Kurisu,"Uh, it's Kerr black hole."
Kurisu,Kerr black hole.
Kurisu,The hole is tight... huh. That might not be entirely wrong.
Kurisu,"Maybe we have the same problem SERN has with their time machine. Since they can't fully control the lifter, they can't make the singularities perfectly naked, which limits how much they can send."
Kurisu,Bytes? Not kilobytes?
Kurisu,"Sh-shut up! You don't see things measured in bytes nowadays, so I was just making sure..."
Kurisu,So larger masses get crushed by supergravity?
Kurisu,"In any case, since the singularity isn't naked, the object is forced to pass through the event horizon."
Kurisu,"Inside the event horizon, space and time switch places, causing the subject that arrived at the ring singularity to reach ultra high speed..."
Kurisu,"The data, crushed and destroyed by super gravity, is shot out of the black hole..."
Kurisu,But even a small mass has to pass through supergravity. How does it emerge unscathed?
Kurisu,"I don't think it's that simple. I mean, I'm sure SERN's tried that already. And yet they haven't gotten any results after nine years of experiments."
Kurisu,It's not as simple as increasing the flow of electrons.
Kurisu,"SERN has a lifter, but we don't know what in the PhoneWave is filling the same role, much less how to adjust it."
Kurisu,D-demon Lord...?
Kurisu,It is?
Kurisu,But it's still a hypothesis. It hasn't been proven.
Kurisu,"If Okabe and Hashida-san volunteer as test subjects, I'll happily experiment on you."
Kurisu,Idiots.
Kurisu,"As I keep saying, the real problem is what the PhoneWave uses as a lifter."
Kurisu,"Even SERN has failed to send humans through. If you believe what Titor says, it won't be another, what, 24 years before there's a true time machine?"
Kurisu,We should investigate the PhoneWave further. We need to understand what's going on.
Kurisu,And you can't even say we developed it. It happened by accident.
Kurisu,I guess...
Kurisu,"It's just that I have to admit it for now. If we investigate how the PhoneWave works, it might turn out to be something that only seems like time travel."
Kurisu,Who cares what kind of table it is?
Kurisu,"I'm gonna go back to my hotel, take a shower, and sleep."
Kurisu,Then lets resume the experiments.
Kurisu,That doesn't settle anything. Why you're so confident is a mystery to me.
Kurisu,No!
Kurisu,"Besides, I don't think a wimp like you stands a chance against him."
Kurisu,"What, is she still tinkering with that bike of hers?"
Kurisu,"She was there when I came in, glaring at me."
Kurisu,It's not a junk shop. It's a CRT specialty shop.
Kurisu,"That doesn't solve the problem, you know."
Kurisu,The name doesn't matter. Let's just start the experi--
Kurisu,Hardly. I'm fed up with these people and their fooling around.
Kurisu,Who are you calling a tsundere!?
Kurisu,...N-no.
Kurisu,Mmmgh...
Kurisu,Yesterday was the 66th. Where'd the other six go?
Kurisu,"Like I keep saying, I'm neither your assistant nor Christina."
Kurisu,Now hold on! It's too dangerous! Are you trying to play god!?
Kurisu,Let's say you create a time paradox and blow up the world. What do you plan to do then?
Kurisu,You're going to change the past so recklessly? Are you kidding me?
Kurisu,"Don't tell me... you're not seriously trying to bring chaos to the world or whatever, are you?"
Kurisu,R-really?
Kurisu,Did you just come up with that?
Kurisu,YES.
Kurisu,Have you heard of the Butterfly Effect?
Kurisu,"Eh? No, it's kinda like that, but kinda not..."
Kurisu,"Yeah, that. Part of Chaos Theory."
Kurisu,"Basically, any change, no matter how small, could have a significant effect on the future."
Kurisu,How do you plan to take responsibility for that?
Kurisu,And that makes it okay to change the past? You're going to believe that self-proclaimed time traveler's delusions?
Kurisu,I'm asking what you're going to do if they are. How are you going to deal with the consequences?
Kurisu,"No, I'm not."
Kurisu,We don't even have a hypothesis for how the PhoneWave works.
Kurisu,We're just fumbling around in the dark here. There are still too many risks to try changing the past.
Kurisu,We should wait until we know more.
Kurisu,W-well...
Kurisu,Oh shut up...
Kurisu,So you want to stoop to the same level as the guys that did those inhumane experiments?
Kurisu,And here I thought you had ambition.
Kurisu,"But your primary goal is the money, isn't it?"
Kurisu,See? Just like I thought.
Kurisu,"No, Mayuri-san! Don't let him tempt you!"
Kurisu,S-se...? Serendipity?
Kurisu,What the hell is that supposed to mean!?
Kurisu,...
Kurisu,"What do you think, Moeka-san?"
Kurisu,Um...?
Kurisu,Um...
Kurisu,Let's try changing the hotel I'm staying at.
Kurisu,Do you have to say it like that?
Kurisu,One more word out of you and I excise your frontal lobe with a rusty scalpel.
Kurisu,...
Kurisu,"No, first we need a winning number."
Kurisu,Don't call me Celeb Seventeen.
Kurisu,"If someone sent me the winning numbers from the future, would I believe it?"
Kurisu,That's okay. I don't think teenage girls buy lottery tickets.
Kurisu,That is an awful lot of money... hahaha...
Kurisu,What?
Kurisu,That's stupid.
Kurisu,Celeb... Sev? Don't abbreviate it.
Kurisu,"And all of the money, right? I see your plan."
Kurisu,You're such a chicken.
Kurisu,"I'm begging you, stop calling me that. I'll settle for assistant."
Kurisu,And don't misunderstand. I'm still worried about what could go wrong.
Kurisu,"...No, you."
Kurisu,Thursday last week... so about five days. Is that okay?
Kurisu,"We'll send it to one week ago. 7 days is 168 hours, so let's round up a bit and enter 170#."
Kurisu,"It's been bugging me, but what is that Steins Gate thing?"
Kurisu,That doesn't explain anything.
Kurisu,"Stop it, perv."
Kurisu,Don't call me Celeb Sev! And 3rd place of what?
Kurisu,Wh-what?
Kurisu,"Got a problem? I asked what, and then you just--"
Kurisu,What?
Kurisu,"By stage two, you mean an experiment to see if we can change the past, right?"
Kurisu,I think we all know what you mean.
Kurisu,"What's wrong with you, Okabe? You're acting weird."
Kurisu,Don't tell me... you sent the winning numbers with the PhoneWave?
Kurisu,I did? What are you talking about?
Kurisu,You're even more of a perv than Okabe! I'm not using '-san' for you any more!
Kurisu,What does that even mean!?
Kurisu,Is there a problem?
Kurisu,Nothing. I just wanted to think for a bit.
Kurisu,What? You're kicking me out?
Kurisu,"You're the lonely one, aren't you? You've been acting gloomy all day."
Kurisu,"Do you need some advice? I'm an outsider, in a sense, so it should be easier to talk to me, right?"
Kurisu,"A man getting advice from a younger woman is kind of *mumble mumble*, but if you're fine with that, then just ask away."
Kurisu,"Of all your stupid names, that one's the worst."
Kurisu,Sure.
Kurisu,What's wrong with you? Stop fidgeting.
Kurisu,That was a pretty heavy sigh.
Kurisu,Shouldn't you answer your phone first?
Kurisu,"You're really self-righteous, you know."
Kurisu,...
Kurisu,...I haven't known you long enough to tell whether you're serious.
Kurisu,"The past changed, so the present changed with it? The Butterfly Effect, huh. But what you're saying is nonsense."
Kurisu,Why do you remember that the past changed?
Kurisu,"If you used a time machine to physically travel to the past and change history, then that might explain it -- barely."
Kurisu,"But with a D-Mail, you haven't taken one step outside the present, have you?'"
Kurisu,"So if the present changed, and we changed with it, you would have to change too."
Kurisu,"Or are you saying you didn't change because you're the observer? In that case, you're claiming that you're not a human being."
Kurisu,Aaaand he's at it again.
Kurisu,"I'm not playing along with your games. I bet you came up with that Reading Whatever thing just now, didn't you?"
Kurisu,Okabe. You're grinning.
Kurisu,Don't call me Celeb Sev!
Kurisu,You look like a girl in love waiting for an email from her boyfriend.
Kurisu,"Just getting revenge. You're always making fun of me, so I deserve at least this much."
Kurisu,That's rich. You don't even say my name right.
Kurisu,"Well, that's unexpected... You actually apologized."
Kurisu,I'm gonna crack your skull open and stick electrodes in your hippocampus.
Kurisu,Who are you talking to?
Kurisu,Huh? No way.
Kurisu,"No wonder you keep referencing Titor's posts. You believe him, don't you?"
Kurisu,Really? I can't see it as anything but fiction.
Kurisu,D-don't just start laughing like that. It's creepy.
Kurisu,Sounds to me like you've got a bad case of chuunibyou.
Kurisu,Eh...?
Kurisu,...
Kurisu,"Beats me. A few hours ago, he was exchanging emails with John Titor, and then he suddenly got quiet."
Kurisu,And then he started ranting. He's been like this for half an hour.
Kurisu,Agreed.
Kurisu,"The PhoneWave doesn't work at night, remember?"
Kurisu,...
Kurisu,I'm going back to my hotel. Show me your report on today's experiment tomorrow.
Kurisu,Hey! What's your problem!?
Kurisu,"You, of course. This is your operation."
Kurisu,"And if we could get a report from the subject too, that would be even better."
Kurisu,Did you forget what I said this afternoon? I'm against it.
Kurisu,"In your dreams, maybe."
Kurisu,"If you're going to correct yourself, at least get it right."
Kurisu,So why do you think you're the only one who remembers?
Kurisu,I don't follow.
Kurisu,Cut the jokes. I'm serious here.
Kurisu,Hmmm...
Kurisu,No.
Kurisu,I'm not sending one.
Kurisu,That's not it.
Kurisu,"Well, there's that, but it's more like a personal policy."
Kurisu,Changing the past feels like cheating.
Kurisu,"I may only have 18 years of life experience, but I don't want to change any of those memories."
Kurisu,That's not what I said...
Kurisu,I don't want to deny who I've been. Because even my failures are a part of who I am today.
Kurisu,I wouldn't.
Kurisu,S-something wrong with that?
Kurisu,Why you--
Kurisu,I don't get it.
Kurisu,Of course I remember. What are you...
Kurisu,"Oh, I see. According to your hypothesis, you and I shouldn't remember sending the D-Mail."
Kurisu,...Maybe the past hasn't changed?
Kurisu,I guess that means the past hasn't changed.
Kurisu,"Maybe your foolproof plan wasn't so foolproof. Like, maybe it only gave you a slight advantage."
Kurisu,"Since Faris-san defeated you anyway, the past didn't change."
Kurisu,"Like Okabe said, you need to make a change that's easier to observe. Or else there's no point to this experiment."
Kurisu,"Um, n-not that I approve of this experiment or anything."
Kurisu,You really want to win that badly?
Kurisu,...
Kurisu,...Out of time?
Kurisu,"After I left yesterday, I was thinking. How exactly does the PhoneWave make time travel possible?"
Kurisu,"If every microwave could turn into the LHC, then Japan would have black holes popping up everywhere."
Kurisu,"I know it looks like SERN is able to create Kerr black holes willy-nilly, but that's not supposed to be possible."
Kurisu,"You can't just press a button and make a black hole. Even if you could, the risks would be unthinkable."
Kurisu,It's ridiculous to suggest that a household microwave could generate a black hole.
Kurisu,My point it that there has to be something else going on here.
Kurisu,Some outside source must be injecting electrons into this microwave.
Kurisu,"Well, I'm going back to my hotel. I've had enough of this filthy man cave."
Kurisu,See you tomorrow. Don't forget to write that report.
Kurisu,Good morning.
Kurisu,"Nothing much. I told her if she wanted to say something, she should just say it."
Kurisu,Nothing. She just groaned. I wonder what's wrong with her.
Kurisu,"If she wants my lab mem number, she can have it."
Kurisu,"It's not exactly a counterfeit passport. Also, shut up."
Kurisu,I don't think that's enough to convince her to--
Kurisu,Eh...?
Kurisu,What happens if you don't finish it?
Kurisu,Oh... of course. Ahaha...
Kurisu,"So one second isn't enough for the discharge to occur. That's what I expected, but it's good to have proof."
Kurisu,Warming it up?
Kurisu,Any basis for that?
Kurisu,She remembers!?
Kurisu,What's going on?
Kurisu,"Hmmm, I see."
Kurisu,"I understand how you feel, but since this is an experiment, data collection should take priority."
Kurisu,"I-I'm not agreeing with you, exactly. If we don't collect data, then we'll never figure out how the PhoneWave works."
Kurisu,"Even if you want to send something private, you shouldn't for now. We still don't know how this thing handles paradoxes, so we need to be extremely careful."
Kurisu,"Nothing you want to keep secret, at least. Even if you mean well, the mail's content might have a serious effect on the timeline."
Kurisu,You should show your mail to a third party and have them check if the content is problematic or not.
Kurisu,...I wasn't speaking for you. Don't misunderstand.
Kurisu,"Experiments prioritize data over privacy in the first place. If you're going to be a test subject, you need to be prepared for that."
Kurisu,You don't have to apologize. I'm not criticizing you. It's just how these things work.
Kurisu,Cut the chatter and get started.
Kurisu,He's just talk.
Kurisu,Shining what?
Kurisu,Never heard of her.
Kurisu,"Did it happen again, Okabe?"
Kurisu,"Something like this happened yesterday. You remembered something we didn't. Uh, what did you call it?"
Kurisu,"Oh yeah, Reading Steiner."
Kurisu,I don't remember doing any experiments today.
Kurisu,"You sent a D-Mail just now, didn't you?"
Kurisu,"...I don't know. No one has experienced a time paradox, after all."
Kurisu,All I said was that that was one theory.
Kurisu,"Maybe nothing happens, and like in a certain movie, history gets amended to accommodate the paradox."
Kurisu,"According to Dr. Hawking's chronology protection conjecture, it's impossible to do anything that might cause a time paradox in the first place."
Kurisu,"Explain what happened, Okabe."
Kurisu,Hmmm.
Kurisu,"...Honestly, I'm not surprised she disappeared from the lab."
Kurisu,"I don't know the details, but when the past changed, Kiryu-san's actions these past four days changed ever so slightly."
Kurisu,"As a result, the timeline was reconfigured so that Moeka-san didn't come to the lab today."
Kurisu,"I don't know. If the fact that the D-Mail was sent is undone, then it becomes a paradox of who sent that D-Mail..."
Kurisu,And there's one other thing that I don't understand.
Kurisu,What you call Reading Steiner.
Kurisu,"By the way, you should quit it with that name. It's stupid."
Kurisu,"By your explanation, you neither sent nor received the D-Mail. Yet how come you're the only one who remembers what happened before the worldline changed?"
Kurisu,What if it's all in your head?
Kurisu,"Maybe this Kiryu-san never existed. Or maybe Kiryu-san does exist, but the fact that she sent a D-Mail was something you made--"
Kurisu,...eh?
Kurisu,Y-yeah...
Kurisu,"W-what? That was just an act, right?"
Kurisu,"Fine, I get it. You're a chuunibyou patient."
Kurisu,Ah...
Kurisu,Wh-why are you all staring at me? Don't look at me!
Kurisu,Do you always stay the night here?
Kurisu,I think you're putting too much emphasis on appearances.
Kurisu,Y-you would?
Kurisu,"Sure, if the guys aren't around."
Kurisu,"Then why don't you come to my hotel, Mayuri-san?"
Kurisu,You can come whenever you like. See you tomorrow.
Kurisu,Can you stop that vulgar laughter? I can hear you from outside. It's embarrassing.
Kurisu,I'm not your assistant. Don't make me repeat myself.
Kurisu,"Anyway! You're the worst, toying with such a weak and innocent girl. Aren't you ashamed of yourself?"
Kurisu,"Don't react to every little thing, you perv."
Kurisu,At any rate...
Kurisu,I-I wasn't doing that!
Kurisu,"Is this that cosplay thing I've heard about? It's part of Japanimation culture, right?"
Kurisu,You're very cute.
Kurisu,"Why are you crying? You look perfect, so you should be more confident."
Kurisu,That's one hell of an acrobatic topic change.
Kurisu,"Well yeah, no wish is embarrassing compared to the idiotic wish for chaos to envelop the world or whatever."
Kurisu,...What?
Kurisu,Wait. Wait a second.
Kurisu,"Umm, what did she say?"
Kurisu,"I'm not your assistant, and I'm not Christina!"
Kurisu,I have?
Kurisu,Wh-what do you mean?
Kurisu,Is that some kind of joke?
Kurisu,...Are you guys trolling me?
Kurisu,...Eh?
Kurisu,Is what Okabe says true?
Kurisu,N-no way! Someone this cute can't be a boy!
Kurisu,That's not what I meant.
Kurisu,"I admit it. Compared to her... I mean, to him, I'm not as cute, I talk more rudely, and my attitude is worse..."
Kurisu,This is a three-day-coma level shock.
Kurisu,Don't try to comfort me. It just makes me feel worse.
Kurisu,Who the hell asked you?
Kurisu,Shut up. I don't want to hear that from you.
Kurisu,"Don't try to sneak in a photo session, you perv!"
Kurisu,S-So cute...
Kurisu,This reminds me of something I heard once.
Kurisu,"There's a saying that if you eat a lot of meat when you're pregnant, you'll have a boy, and if you eat a lot of vegetables, you'll have a girl."
Kurisu,I saw it on the internet.
Kurisu,Wh-what are you talking about?
Kurisu,I never said it was true.
Kurisu,I just remembered hearing it somewhere. Don't snap at every little thing.
